accuracy,f1-score,model,precision,prevalence,recall,specificity,test_time,train_mask,train_ratio,train_time,use_meta
0.37546296296296294,0.003447426742181729,naive_bayes_3,0.18421052631578946,0.6208333333333333,0.0017399950285856326,0.9873829873829874,167.1993441581726,"(19440, 25920)",0.05,4.737524747848511,False
0.9274803271100139,0.9378142365705212,naive_bayes_4,0.9988726042841037,0.6187316772103071,0.883790523690773,0.9983812221772562,238.4582176208496,"(25920, 32401)",0.5,46.679582357406616,True
0.37330246913580245,0.0034355828220858893,naive_bayes_3,0.1891891891891892,0.6231481481481481,0.001733531451213472,0.9877149877149877,224.25454235076904,"(6480, 12960)",1.0,95.79966139793396,True
0.9674382716049382,0.9741896024464831,naive_bayes_1,0.9546871253895948,0.6179012345679012,0.9945054945054945,0.9236672051696284,227.5534143447876,"(12960, 19440)",1.0,95.0069465637207,False
0.928395061728395,0.9378349410503751,naive_bayes_4,0.9974351667141635,0.6103395061728395,0.8849557522123894,0.9964356435643564,243.1280641555786,"(0, 6480)",0.5,46.810566902160645,True
0.8450617283950618,0.8583121648320632,naive_bayes_4,0.9977034120734908,0.6231481481481481,0.7530955918771669,0.9971334971334971,204.01234769821167,"(6480, 12960)",0.05,4.687304973602295,True
0.929320987654321,0.940857438016529,naive_bayes_1,0.9740641711229947,0.6179012345679012,0.9098401598401599,0.9608239095315024,241.13516855239868,"(12960, 19440)",0.5,46.4727578163147,True
0.6179012345679012,0.7638305990080122,naive_bayes_3,0.6179012345679012,0.6179012345679012,1.0,0.0,210.228364944458,"(12960, 19440)",1.0,98.11292672157288,False
0.9407407407407408,0.9510703363914372,naive_bayes_1,0.9708636836628513,0.6179012345679012,0.932067932067932,0.9547657512116317,245.66219878196716,"(12960, 19440)",1.0,98.07360076904297,True
0.9808671501311526,0.9846837944664032,naive_bayes_2,0.9755261869799314,0.6187316772103071,0.9940149625935162,0.9595305544314043,225.81404304504395,"(25920, 32401)",1.0,99.1591169834137,False
0.8507716049382716,0.8638219969018448,naive_bayes_2,0.9964262508122157,0.6208333333333333,0.7623663932388764,0.9955229955229955,204.00178050994873,"(19440, 25920)",0.05,4.72119927406311,True
